	Name	Address	City	State	Zipcode	H3 Index	Latitude	Longitude
245	Sushi Nakazawa	1100 Pennsylvania Ave. NW	Washington	District of Columbia	20004	8f2aa845aaa264a	38.8946236	-77.0270052
246	Shilling Canning Company	360 Water St. SE	Washington	District of Columbia	20003	8f2aa845969d38a	38.8738926	-77.0011749
247	Seven Reasons	2208 14th St. NW	Washington	District of Columbia	20009	8f2aa845e5add36	38.919553	-77.0320944
248	1789	1226 36th St. NW	Washington	District of Columbia	20007	8f2aa84e8aca675	38.906	-77.07034
249	Sonoma	223 Pennsylvania Ave. SE	Washington	District of Columbia	20003	8f2aa84582e8750	38.887154	-77.002625
250	The Inn at Little Washington	309 Middle St.	Washington	District of Columbia	22747	8f2aaa72836cd8b	38.7134767	-78.1595348
251	The Imperial	2001 18th St. NW	Washington	District of Columbia	20009	8f2aa84ed854655	38.9171787	-77.0414275
252	Ivy City Smokehouse	1356 Okie St. NE	Washington	District of Columbia	20002	8f2aa845ca85096	38.9144387	-76.98566
253	Oyamel	401 7th St. NW	Washington	District of Columbia	20004	8f2aa845aa21d62	38.89489	-77.02183
254	Joselito Casa de Comidas	660 Pennsylvania Ave. SE	Washington	District of Columbia	20003	8f2aa845952a8e5	38.88506	-76.996544
255	Federalist Pig	1654 Columbia Rd. NW	Washington	District of Columbia	20009	8f2aa84532b1670	38.9250921	-77.0389877
256	Hitching Post	200 Upshur St. NW	Washington	District of Columbia	20011	8f2aa8451c16426	38.94222	-77.01365
257	Makan	3400 11th St. NW	Washington	District of Columbia	20010	8f2aa8453b8dc13	38.9318821	-77.0284184
258	dLeña	476 K St. NW	Washington	District of Columbia	20001	8f2aa8458582cad	38.9024381	-77.0186145
259	Apéro	2622 P St. NW	Washington	District of Columbia	20007	8f2aa84ed708271	38.9093401	-77.0554435
260	Honeymoon Chicken	4201 Georgia Ave. NW	Washington	District of Columbia	20011	8f2aa8450289156	38.9418882	-77.0254729
261	Officina	1120 Maine Ave. SW	Washington	District of Columbia	20024	8f2aa845b58aca6	38.8825852	-77.0307593
262	Fancy Radish	600 H St. NE	Washington	District of Columbia	20000	8f2aa84588ed229	38.900322	-76.997
263	Ellē	3221 Mt. Pleasant St. NW	Washington	District of Columbia	20010	8f2aa845301c0c6	38.93187	-77.03842
264	Del Mar	791 Wharf St. SW	Washington	District of Columbia	20024	8f2aa845b463a1d	38.87896	-77.02477
265	Ambar	523 8th St. SE	Washington	District of Columbia	20003	8f2aa845954e229	38.881943	-76.995125
266	Bidwell	1309 5th St. NE	Washington	District of Columbia	20002	8f2aa845c640ce4	38.90871	-76.99799
267	Blue Duck Tavern	1201 24th St. NW	Washington	District of Columbia	20037	8f2aa84ed281483	38.905373	-77.05128
268	Café Riggs	900 F St. NW	Washington	District of Columbia	20004	8f2aa845aba0b04	38.8975559	-77.0242625
269	Anju	1805 18th St. NW	Washington	District of Columbia	20009	8f2aa84edb86b15	38.914346	-77.0419403
270	Albi	1346 4th St. SE	Washington	District of Columbia	20003	8f2aa845969d95b	38.8741148	-77.0009665
271	Bammy's	301 Water St. SE	Washington	District of Columbia	20003	8f2aa845969d0eb	38.873954	-77.0011887
272	Tonari	707 6th St. NW	Washington	District of Columbia	20001	8f2aa845848a998	38.898672	-77.0198066
273	San Lorenzo	1316 9th St. NW	Washington	District of Columbia	20001	8f2aa845e296b68	38.9078492	-77.0240655
274	Reverie	3201 Cherry Hill Ln.NW	Washington	District of Columbia	20007	8f2aa84e9d0ba42	38.90346	-77.06323
275	Zenebech	2420 18th St. NW	Washington	District of Columbia	20009	8f2aa84ed9adb92	38.9213438	-77.0424732
276	minibar	855 E St. NW	Washington	District of Columbia	20004	8f2aa845aba9daa	38.896294	-77.02386
277	Ottoman Taverna	425 I St. NW	Washington	District of Columbia	20001	8f2aa84585a94c1	38.901665	-77.01634
278	Das	1201 28th St. NW	Washington	District of Columbia	20007	8f2aa84ed653a20	38.905346	-77.056946
279	Tail Up Goat	1827 Adams Mill Rd. NW	Washington	District of Columbia	20009	8f2aa845364a96e	38.9232785	-77.0428198
280	Sushi Taro	1503 17th St. NW	Washington	District of Columbia	20036	8f2aa84eda72605	38.909992	-77.03834
281	Sushi Ogawa	2100 Connecticut Ave. NW	Washington	District of Columbia	20008	8f2aa84ed898384	38.91801	-77.04756
282	Sababa	3311 Connecticut Ave. NW	Washington	District of Columbia	20008	8f2aa84ec851ba9	38.933838	-77.05726
283	Obelisk	2029 P St. NW	Washington	District of Columbia	20036	8f2aa84ed332ce3	38.90977	-77.046486
284	Pineapple and Pearls	715 8th St. SE	Washington	District of Columbia	20003	8f2aa84590921b2	38.880707	-76.99514
285	BlackSalt	4883 MacArthur Blvd.	Washington	District of Columbia	20007	8f2aa84ea976531	38.917763	-77.096695
286	Bresca	1906 14th St. NW	Washington	District of Columbia	20000	8f2aa845e40a660	38.91584	-77.0321
287	La Bise	800 Connecticut Ave. NW	Washington	District of Columbia	20006	8f2aa845acce344	38.9003397	-77.0382383
288	Cranes	724 9th St. NW	Washington	District of Columbia	20001	8f2aa845a8422f2	38.8991984	-77.0244107
289	Oyster Oyster	1440 8th St.	Washington	District of Columbia	20001	8f2aa845e769d36	38.90932	-77.0230773
290	Maydān	1346 Florida Ave. NW	Washington	District of Columbia	20000	8f2aa845e5150b1	38.92013	-77.03105
291	Maketto	1351 H St. NE	Washington	District of Columbia	20002	8f2aa845d40bd70	38.900124	-76.986694
292	Karma Modern Indian	611 I St. NW	Washington	District of Columbia	20001	8f2aa84584b6605	38.900967	-77.0206
293	Fiola Mare	3050 K St. NW, Ste. 101	Washington	District of Columbia	20007	8f2aa84e9d41a81	38.9021582	-77.060849
294	Maïz64	1324 14th St. NW	Washington	District of Columbia	20005	8f2aa845e68d682	38.908099	-77.032349
295	Lutèce	1522 Wisconsin Ave. NW	Washington	District of Columbia	20007	8f2aa84e8b5da70	38.9093379	-77.0644252
296	Astoria DC	1521 17th St. NW	Washington	District of Columbia	20036	8f2aa84eda0dc82	38.9106102	-77.0386833
297	Chloe	1331 4th St. SE	Washington	District of Columbia	20003	8f2aa845968076d	38.874672	-77.000694
298	Laos in Town	250 K St. NE	Washington	District of Columbia	20002	8f2aa845889c36b	38.9026341	-77.0021729
299	L’Ardente	200 Massachusetts Ave. NW	Washington	District of Columbia	20001	8f2aa84584290a1	38.8992259	-77.0138325
300	Kinship	1015 7th St. NW	Washington	District of Columbia	20001	8f2aa845a97512e	38.903282	-77.0218
301	Hank’s Oyster Bar	1624 Q St. NW	Washington	District of Columbia	20009	8f2aa84eda2b986	38.91101	-77.03817
302	Millie’s	4866 Massachusetts Ave. NW	Washington	District of Columbia	20016	8f2aa84e3b4498d	38.94518	-77.096275
303	Lupo Verde	1401 T St. NW	Washington	District of Columbia	20009	8f2aa845e4e4b31	38.9156341	-77.0320239
304	Doi Moi	1800 14th St. NW	Washington	District of Columbia	20009	8f2aa845e4e888e	38.91423	-77.03204
305	Daru	1451 Maryland Ave. NE	Washington	District of Columbia	20002	8f2aa845d4624d0	38.8997152	-76.984322
306	Convivial	801 O St. NW	Washington	District of Columbia	20001	8f2aa845e2b6bab	38.908691	-77.0231087
307	Moon Rabbit	801 Wharf St. SW	Washington	District of Columbia	20024	8f2aa845b4606d9	38.8792112	-77.0249266
308	El Secreto de Rosita	1624 U St. NW	Washington	District of Columbia	20009	8f2aa845e493c4d	38.9168755	-77.0376936
309	Chercher	1334 9th St. NW	Washington	District of Columbia	20001	8f2aa845e7490e9	38.9082104	-77.0241406
310	Jônt	1906 14th St. NW	Washington	District of Columbia	20009	8f2aa845e40a623	38.9158847	-77.0321498
311	Annabelle	2132 Florida Ave. NW	Washington	District of Columbia	20008	8f2aa84ed15a20a	38.9127449	-77.0475771
312	Chaplin's	1501 9th St. NW	Washington	District of Columbia	20001	8f2aa845e745a23	38.9097194	-77.0240574
313	Dauphine's	1100 15th St. NW	Washington	District of Columbia	20005	8f2aa845ad5259d	38.9044539	-77.0349271
314	Bar Chinois	455 I St. NW	Washington	District of Columbia	20001	8f2aa84587141a9	38.8956438	-77.012238
315	China Chilcano	418 7th St. NW	Washington	District of Columbia	20004	8f2aa845aa240c0	38.8954	-77.02198
316	Estuary	950 New York Ave. NW	Washington	District of Columbia	20001	8f2aa845a82a0d8	38.9014894	-77.0252837
317	Little Pearl	921 Pennsylvania Ave. SE	Washington	District of Columbia	20003	8f2aa845956186e	38.8833557	-76.9936368
318	Michele's	1201 K St. NW	Washington	District of Columbia	20005	8f2aa845a8a5872	38.9025771	-77.0283809
319	Georgia Brown’s	950 15th St. NW	Washington	District of Columbia	20005	8f2aa845ac71440	38.9021648	-77.0345974
320	Menya Hosaki	845 Upshur St. NW	Washington	District of Columbia	20011	8f2aa84502f08ec	38.9419914	-77.024186
321	ala	1320 19th St. NW	Washington	District of Columbia	20036	8f2aa84ed329288	38.907783	-77.0435929
322	Elcielo D.C.	1280 4th St. NE	Washington	District of Columbia	20002	8f2aa845c650c0e	38.9090145	-76.9994792
323	Bar Mar	120 N. Wacker Dr.	Chicago	Illinois	60606	8f2664c1ad54666	41.883522	-87.63707
324	Nhà Hàng Vietnam	1032 W. Argyle St.	Chicago	Illinois	60640	8f2664d89ce3333	41.9733563	-87.6561083
325	The Coach House by Wazwan	1742 W. Division St.	Chicago	Illinois	60622	8f2664cac3302f0	41.9033583	-87.6715241
326	Tortello Pastificio	1746 W. Division St.	Chicago	Illinois	60622	8f2664cac333180	41.9031827	-87.6718213
327	Elina's	1202 W. Grand Ave.	Chicago	Illinois	60642	8f2664cad010ca3	41.8913242	-87.6577491
328	Alla Vita	564 W. Randolph St.	Chicago	Illinois	60661	8f2664c1ad815a3	41.8845259	-87.6426089
329	Robert Et Fils	4229 N. Lincoln Ave.	Chicago	Illinois	60618	8f2664d8b761732	41.9586556	-87.6818125
330	Hinoki Sushiko	1465 W. Willow St.	Chicago	Illinois	60642	8f2664cac969c60	41.9137967	-87.663933
331	Bavette’s Bar & Boeuf	218 W. Kinzie St.	Chicago	Illinois	60654	8f2664c1e610c03	41.88924	-87.63482
332	Gioia Ristorante e Pastificio	1133 W. Randolph St.	Chicago	Illinois	60607	8f2664cad2b550a	41.8841186	-87.6557038
333	KŌMO	738 W. Randolph St.	Chicago	Illinois	60661	8f2664cad34471d	41.884478	-87.646925
334	Esmé	2200 N. Clark St.	Chicago	Illinois	60614	8f2664c1392428c	41.92198	-87.63824
335	NoodleBird	2957 W. Diversey Ave.	Chicago	Illinois	60647	8f2664ca1d1b76d	41.9320462	-87.7024954
336	En Passant	3010 W. Diversey Ave.	Chicago	Illinois	60647	8f2664ca1c34842	41.9321626	-87.7029146
337	Next	953 W. Fulton Market	Chicago	Illinois	60607	8f2664cad316259	41.8866924	-87.6518812
338	Superkhana International	3059 W. Diversey Ave.	Chicago	Illinois	60647	8f2664ca1d8c6ca	41.9320109	-87.704885
339	Azul Mariscos + Muelle	1177 N. Elston Ave.	Chicago	Illinois	60642	8f2664c1368b119	41.9029	-87.65772
340	Rose Mary	932 W. Fulton Market	Chicago	Illinois	60607	8f2664cad315c2a	41.8868305	-87.6510737
341	Lardon	2200 California Ave.	Chicago	Illinois	60647	8f2664ca100aae3	41.9218579	-87.6975363
342	Kumiko	630 W. Lake St.	Chicago	Illinois	60661	8f2664c1adb219e	41.8857908	-87.6441256
343	Venteux	230 N. Michigan Ave.	Chicago	Illinois	60601	8f2664c1e289933	41.8860831	-87.624628
344	Adorn	120 E. Delaware Pl.	Chicago	Illinois	60611	8f2664c1e135258	41.8992577	-87.6251008
345	Sochi	1358 W. Belmont Ave.	Chicago	Illinois	60657	8f2664c16671063	41.9398616	-87.6635142
346	Apolonia	2201 S. Michigan Ave.	Chicago	Illinois	60616	8f2664c1b6a538b	41.8527497	-87.6234256
347	Tan Lu	2101 S. China Pl.	Chicago	Illinois	90916	8f2664cf4a30d5c	41.8547628	-87.6329312
348	Cantón Regio	1510 W. 18th St.	Chicago	Illinois	60608	8f2664cf69569a1	41.8579486	-87.6642401
349	Dear Margaret	2965 N. Lincoln Ave.	Chicago	Illinois	60657	8f2664c129abbb6	41.9357213	-87.6629575
350	Galit	2429 N. Lincoln Ave.	Chicago	Illinois	60614	8f2664c106b5812	41.92607	-87.64959
351	St. Clair Supper Club	951 W. Fulton Market	Chicago	Illinois	60607	8f2664cad3101b1	41.8866491	-87.6516736
352	BiXi Beer	2515 N. Milwaukee Ave.	Chicago	Illinois	60647	8f2664ca1ccec11	41.9270789	-87.7036933
353	Provaré	1421 W. Chicago Ave.	Chicago	Illinois	60642	8f2664cadcd4148	41.8961648	-87.6632868
354	Gadabout	5212 N. Clark St.	Chicago	Illinois	60640	8f2664d88211000	41.97671	-87.66842
355	Swift & Sons Tavern & Oyster Bar	3600 N. Clark St.	Chicago	Illinois	60613	8f2664c1615b110	41.9472557	-87.6565523
356	Elske	1350 W. Randolph Ave.	Chicago	Illinois	60607	8f2664cad628324	41.8843534	-87.6608602
357	DeCOLORES	1626 S. Halsted St.	Chicago	Illinois	60609	8f2664cf4c5e108	41.8592257	-87.6467505
358	Kasama	1001 N. Winchester Ave.	Chicago	Illinois	60622	8f2664cac2a225a	41.8995437	-87.6758818
359	Dolo	2222 S. Archer Ave.	Chicago	Illinois	60616	8f2664cf4a8128d	41.8524	-87.63598
360	Momotaro	820 W. Lake St.	Chicago	Illinois	60607	8f2664cad32b662	41.8857192	-87.648583
361	Chikatana	850 W. Fulton Market	Chicago	Illinois	60602	8f2664cad3234d2	41.8869149	-87.649492
362	Cira	200 N. Green St.	Chicago	Illinois	60607	8f2664cad32b402	41.8858942	-87.6487548
363	Munno Pizzeria & Bistro	4656 N. Clark St.	Chicago	Illinois	60640	8f2664d8bb20640	41.9665836	-87.6670278
364	Ghin Khao	2128 W. Cermak Rd.	Chicago	Illinois	60608	8f2664cf656ed1a	41.8522328	-87.6792863
365	Longman & Eagle	2657 N. Kedzie Ave.	Chicago	Illinois	60647	8f2664ca1c86218	41.9301163	-87.7071651
366	Chez Joël	1119 W. Taylor St.	Chicago	Illinois	60607	8f2664ca9a1226e	41.8694346	-87.6551953
367	Eleven City Diner	1112 S. Wabash Ave.	Chicago	Illinois	60605	8f2664c1a371a56	41.8688	-87.62607
368	Jinsei Motto	564 W. Randolph St.	Chicago	Illinois	60661	8f2664c1ada8494	41.884649	-87.6414826
369	Bloom Plant Based Kitchen	1559 N. Milwaukee Ave.	Chicago	Illinois	60622	8f2664cac103d62	41.9097411	-87.6758378
370	Pearl’s Southern Comfort	5352 N. Broadway	Chicago	Illinois	60640	8f2664d89db6d94	41.9797561	-87.6600467
371	Lou Mitchell's	565 W. Jackson Blvd.	Chicago	Illinois	60661	8f2664c1a575b20	41.87787	-87.64203
372	GT Fish & Oyster	531 N. Wells St.	Chicago	Illinois	60654	8f2664c1e713d2d	41.8918	-87.63369
373	Porto	1600 W. Chicago Ave.	Chicago	Illinois	60622	8f2664cad532d43	41.896121	-87.6674488
374	Herb	5424 N. Broadway	Chicago	Illinois	60640	8f2664d88aec50d	41.980762	-87.66012
375	Swift & Sons	1000 W. Fulton Market	Chicago	Illinois	60607	8f2664cad312902	41.8866946	-87.6520605
376	Pizzeria Bebu	1521 N. Fremont St.	Chicago	Illinois	60642	8f2664c1308b3a6	41.9092448	-87.6509977
377	Bangers & Lace	1670 W. Division St.	Chicago	Illinois	60622	8f2664cac32060c	41.9032566	-87.6700614
378	Ina Mae	1415 N. Wood St.	Chicago	Illinois	60622	8f2664cac140a53	41.9076108	-87.6724047
379	The Gundis	2909 N. Clark St.	Chicago	Illinois	60657	8f2664c10574534	41.9351351	-87.6466238
380	RPM Steak	66 W. Kinzie St.	Chicago	Illinois	60654	8f2664c1e75302b	41.8892862	-87.630638
381	Maple & Ash	8 W. Maple St.	Chicago	Illinois	60610	8f2664c1ec74748	41.901955	-87.62869
382	Gino’s East	162 E. Superior St.	Chicago	Illinois	60611	8f2664c1e1426b0	41.8958118	-87.6230105
383	Rooh	736 W. Randolph St.	Chicago	Illinois	60661	8f2664cad346b54	41.8844807	-87.6471184
384	Ever	1340 W. Fulton Market	Chicago	Illinois	60607	8f2664cad776c70	41.8867166	-87.6595739
385	Big Jones	5347 N. Clark St.	Chicago	Illinois	60640	8f2664d883acb66	41.9794675	-87.6680578
386	The Perch	1932 W. Division St.	Chicago	Illinois	60622	8f2664cac3b6ab1	41.90323	-87.6760906
387	Arami	1829 W. Chicago Ave.	Chicago	Illinois	60622	8f2664cac2ce756	41.89579	-87.6732
388	Brindille	534 N. Clark St.	Chicago	Illinois	60654	8f2664c1e705070	41.8919236	-87.6311971
389	Luella’s Southern Kitchen	4609 N. Lincoln Ave.	Chicago	Illinois	60625	8f2664d8b5682d8	41.9652344	-87.6861331
390	Chilam Balam	3023 N. Broadway	Chicago	Illinois	60657	8f2664c10ce2a8e	41.9372337	-87.6441621
391	Mott St.	1401 N. Ashland Ave.	Chicago	Illinois	60622	8f2664cacb89daa	41.90711	-87.667465
392	Oriole	661 W. Walnut St.	Chicago	Illinois	60661	8f2664cadac8d0c	41.886196	-87.64513
393	Smyth	177 N. Ada St.	Chicago	Illinois	60607	8f2664cad62cdac	41.8850391	-87.6609432
394	Omakase Yume	651 W. Washington Blvd.	Chicago	Illinois	60661	8f2664c1acb4700	41.8832751	-87.6446106
395	The Dawson	730 W. Grand Ave.	Chicago	Illinois	60654	8f2664cadb8d7ad	41.8912038	-87.6463804
396	Daisies	2523 N. Milwaukee Ave.	Chicago	Illinois	60647	8f2664ca1cc3423	41.9272907	-87.7042155
397	Moody Tongue	2515 S. Wabash Ave.	Chicago	Illinois	60616	8f2664cf5d5620a	41.8469648	-87.6252282
398	Tzuco	720 N. State St.	Chicago	Illinois	60654	8f2664c1e010486	41.8955644	-87.6283518
399	Flat & Point	3524 W. Fullerton Ave.	Chicago	Illinois	60647	8f2664ca3948854	41.9248173	-87.7156486
400	MingHin	2168 S. Archer Ave.	Chicago	Illinois	60616	8f2664cf4a13435	41.8533147	-87.634274
401	Funkenhausen	1709 W. Chicago Ave.	Chicago	Illinois	60622	8f2664cac25b98d	41.896091	-87.6701775
402	Virtue	1462 E. 53rd St.	Chicago	Illinois	60615	8f2664ce3613345	41.7996257	-87.589292
403	Fiya	5419 N. Clark St.	Chicago	Illinois	60640	8f2664d883165a2	41.98037	-87.66833
404	Heritage Restaurant & Caviar Bar	2700 W. Chicago Ave.	Chicago	Illinois	60622	8f2664ca8d9ea0e	41.8957978	-87.6943882
405	Topolobampo	445 N. Clark St.	Chicago	Illinois	60654	8f2664c1e708ac0	41.8907039	-87.6309689
406	Alinea	1723 N. Halsted St.	Chicago	Illinois	60614	8f2664c131a9146	41.9132737	-87.648174
407	S.K.Y.	1239 W. 18th St.	Chicago	Illinois	60608	8f2664cf4585792	41.8579186	-87.6577117
408	Joe's Imports	813 W. Fulton Market	Chicago	Illinois	60607	8f2664cad32c9ab	41.8868774	-87.6480616
409	Elizabeth	4835 N. Western, Unit D	Chicago	Illinois	60625	8f2664d8bc88245	41.969555	-87.688736
410	Parachute	3500 N. Elston Ave.	Chicago	Illinois	60618	8f2664ca54b2786	41.94483	-87.70638
411	Mordecai	3632 N. Clark St.	Chicago	Illinois	60613	8f2664c1602d915	41.94805	-87.65725
412	Mako	731 W. Lake St.	Chicago	Illinois	60661	8f2664cadadb1ad	41.8857746	-87.6468966
413	HaiSous	1800 S. Carpenter Ave.	Chicago	Illinois	60608	8f2664cf450c52a	41.8579542	-87.6531795
414	Carnitas Uruapan	1725 W. 18th St.	Chicago	Illinois	60608	8f2664cf698a732	41.8577378	-87.6695497
415	Marisol	205 E. Pearson St.	Chicago	Illinois	60611	8f2664c1e166935	41.89749	-87.62148
416	Ciccio Mio	226 W. Kinzie St.	Chicago	Illinois	60654	8f2664c1e6166a8	41.8892692	-87.6353304
417	Pelago	201 E. Delaware Pl.	Chicago	Illinois	60611	8f2664c1e8d5ba2	41.8992241	-87.6217879
418	Perilla	401 N. Milwaukee Ave.	Chicago	Illinois	60654	8f2664cada0e703	41.8891577	-87.6443785
419	Kie-Gol-Lanee	5004 N. Sheridan Rd.	Chicago	Illinois	60640	8f2664d89cec914	41.9733966	-87.6550435
420	The Purple Pig	444 N. Michigan Ave.	Chicago	Illinois	60611	8f2664c1e3a2c55	41.8911348	-87.6243468
421	Andros Taverna	2542 N. Milwaukee Ave.	Chicago	Illinois	60647	8f2664ca1cddc88	41.9269579	-87.704342
422	Lula Cafe	2537 N. Kedzie Ave.	Chicago	Illinois	60647	8f2664ca1521c32	41.9278163	-87.7067933
423	Boka	1729 N. Halsted St.	Chicago	Illinois	60614	8f2664c131ad7a1	41.9135974	-87.6482441
424	Juno	2638 N. Lincoln Ave.	Chicago	Illinois	60614	8f2664c12b2354e	41.92989	-87.65495
425	Nico Osteria	1015 N. Rush St.	Chicago	Illinois	60611	8f2664c1ec62226	41.901314	-87.62769
426	Giant	3209 W. Armitage Ave.	Chicago	Illinois	60647	8f2664ca16a4aa0	41.917324	-87.70744
427	San Soo Gab San	5247 N. Western Ave.	Chicago	Illinois	60625	8f2664d8aa5602a	41.9771388	-87.6891654
428	Dos Urban Cantina	2829 W. Armitage Ave.	Chicago	Illinois	60647	8f2664ca176c376	41.917416	-87.698326
429	Coda Di Volpe	3335 N. Southport Ave.	Chicago	Illinois	60657	8f2664c16756b62	41.9425541	-87.6638417
430	The Gage	24 S. Michigan Ave.	Chicago	Illinois	60603	8f2664c1a95d506	41.88132	-87.62469
431	Sticky Rice	4018 N. Western Ave.	Chicago	Illinois	60618	8f2664d8b6c04cc	41.95452	-87.68876
432	Testaccio	2456 N. California Ave.	Chicago	Illinois	60647	8f2664ca1133630	41.9265578	-87.697609
433	Tied House	3157 N. Southport Ave.	Chicago	Illinois	60657	8f2664c16646c63	41.939598	-87.66378
434	Adobo Grill	215 W. North Ave.	Chicago	Illinois	60610	8f2664c13a22271	41.91105	-87.63538
435	Schwa	1466 N. Ashland Ave.	Chicago	Illinois	60662	8f2664cacba3088	41.9087844	-87.667733
436	Chef’s Special Cocktail Bar	2165 N. Western Ave.	Chicago	Illinois	60647	8f2664ca1a11a4e	41.9217923	-87.6872963
437	Proxi	565 W. Randolph St.	Chicago	Illinois	60661	8f2664c1ad83b2d	41.8843969	-87.6426342
438	Soulé	1931 W. Chicago Ave.	Chicago	Illinois	60622	8f2664ca8928119	41.8959028	-87.6759332
439	Beatnik	1604 W. Chicago Ave.	Chicago	Illinois	60622	8f2664cac24d260	41.896109	-87.6676841
440	gather	4539 N. Lincoln Ave.	Chicago	Illinois	60625	8f2664d8b0b0755	41.964287	-87.68558
441	Dusek’s Tavern	1227 W. 18th St.	Chicago	Illinois	60608	8f2664cf4585626	41.8578954	-87.6575909
442	Blue Door Kitchen & Garden	52 W. Elm St.	Chicago	Illinois	60610	8f2664c1ec05d90	41.9031918	-87.6307268
443	Mango Pickle	5842 N. Broadway	Chicago	Illinois	60660	8f2664d88b36d73	41.9878477	-87.6604097
444	Gaijin	950 W. Lake St.	Chicago	Illinois	60607	8f2664cad31e421	41.8858803	-87.6515607
445	Sushi Dokku	823 W. Randolph St.	Chicago	Illinois	60607	8f2664cad350a91	41.8842625	-87.6484956
446	Pleasant House Pub	2119 S. Halstead Ave.	Chicago	Illinois	60608	8f2664cf40abd09	41.8535715	-87.6464616
447	Jeong	1460 W. Chicago Ave.	Chicago	Illinois	60647	8f2664cad524ae8	41.8962351	-87.6647748
448	The Duck Inn	2701 S. Eleanor St.	Chicago	Illinois	60608	8f2664cf0db106b	41.8446456	-87.6601691
449	Table, Donkey and Stick	2728 W. Armitage Ave.	Chicago	Illinois	60647	8f2664ca138394d	41.91759	-87.696
450	Bistro Campagne	4518 N. Lincoln Ave.	Chicago	Illinois	60625	8f2664d8b08648d	41.96364	-87.68555
451	Frontera Grill	445 N. Clark St.	Chicago	Illinois	60654	8f2664c1e709cd6	41.890567	-87.630914
452	Coalfire	1321 W. Grand Ave.	Chicago	Illinois	60622	8f2664cad0b3621	41.8909322	-87.6611279
453	Gilt Bar	230 W. Kinzie St.	Chicago	Illinois	60654	8f2664c1e616604	41.889297	-87.6352819
454	MCCB	2138 S. Archer Ave.	Chicago	Illinois	60616	8f2664cf4a15580	41.853844	-87.63355
455	Goosefoot	2656 W. Lawrence Ave.	Chicago	Illinois	60625	8f2664d8b5b6b85	41.9687073	-87.6959706
456	North Pond	2610 N. Cannon Dr.	Chicago	Illinois	60614	8f2664c10073a6c	41.9301645	-87.6362118
457	County Barbecue	1352 W. Taylor St.	Chicago	Illinois	60607	8f2664ca9066610	41.8694395	-87.6612254
458	Girl & The Goat	809 W. Randolph St.	Chicago	Illinois	60607	8f2664cad355241	41.88418	-87.64785
459	Mama Delia	1721 W. Division St.	Chicago	Illinois	60622	8f2664cac32241a	41.90331	-87.67082
460	Osteria Langhe	2824 W. Armitage Ave.	Chicago	Illinois	60647	8f2664ca176cbad	41.917553	-87.69827
461	mfk.	432 W. Diversey Pkwy.	Chicago	Illinois	60614	8f2664c1018d611	41.9330403	-87.6405573
462	TenGoku Aburiya	651 W. Washington Blvd.	Chicago	Illinois	60661	8f2664c1acb5c8e	41.8831487	-87.6442447
463	Nella Pizza e Pasta	1125 E. 55th St.	Chicago	Illinois	60615	8f2664cc5d98128	41.7950081	-87.5982341
464	Hugo’s Frog Bar & Fish House	1024 N. Rush St.	Chicago	Illinois	60611	8f2664c1ec62735	41.9013922	-87.6279096
465	Smoque BBQ	3800 N. Pulaski Rd.	Chicago	Illinois	60641	8f2664ca0db62a3	41.95016	-87.72764
466	Roister	951 W. Fulton Market	Chicago	Illinois	60607	8f2664cad3105a8	41.886658	-87.65187
467	EL Ideas	2419 W. 14th St.	Chicago	Illinois	60618	8f2664cab32416d	41.863	-87.68686
468	Monteverde	1020 W. Madison St.	Chicago	Illinois	60607	8f2664cad2f0882	41.881794	-87.653076
469	Birrieria Zaragoza	4852 S. Pulaski Rd.	Chicago	Illinois	60632	8f2664cd60a3d5b	41.8050361	-87.723342
470	etta	1840 W. North Ave.	Chicago	Illinois	60622	8f2664cac12118b	41.9105864	-87.6743282
471	Mi Tocaya	2800 W. Logan Blvd.	Chicago	Illinois	60647	8f2664ca189274a	41.9288424	-87.6976607
472	Demera	4801 N. Broadway	Chicago	Illinois	60640	8f2664d89558db3	41.9693	-87.65935
473	The Publican	837 W. Fulton Market	Chicago	Illinois	60607	8f2664cad32e092	41.88661	-87.6489
474	The Warbler	4535 N. Lincoln Ave.	Chicago	Illinois	60625	8f2664d8b0b3931	41.964184	-87.68552
475	Chicago Cut	300 N. LaSalle St.	Chicago	Illinois	60654	8f2664c1e60e0d4	41.88815	-87.63289
476	5 Rabanitos	1758 W. 18th St.	Chicago	Illinois	60608	8f2664cf699a280	41.8577711	-87.6710332
477	Pizza Friendly Pizza	1039 N. Western Ave.	Chicago	Illinois	60622	8f2664cac6a3373	41.9003506	-87.6868496
478	Cabra	200 N. Green St.	Chicago	Illinois	60607	8f2664cad32b4f3	41.8858489	-87.648787
479	Prime & Provisions	222 N. LaSalle St.	Chicago	Illinois	60601	8f2664c1e6524f1	41.8866913	-87.6325989
480	Wherewithall	3472 N. Elston Ave.	Chicago	Illinois	60618	8f2664ca548654d	41.9442661	-87.7054382
481	Sepia	123 N. Jefferson St.	Chicago	Illinois	60661	8f2664c1ad8e3a2	41.88394	-87.64247
482	avec	615 W. Randolph St.	Chicago	Illinois	60661	8f2664c1ad9c14d	41.88426	-87.64343
483	Ceres’ Table	3124 N. Broadway	Chicago	Illinois	60657	8f2664c10c1c784	41.938784	-87.644407
484	WoodWind	259 E. Erie St.	Chicago	Illinois	60611	8f2664c1ea90936	41.8941018	-87.6206799
